Report Year,Geography,Notice of Adverse Benefit Determination Category,Appeal Count,Unresolved as of June 30,Decision Upheld,Decision Overturned
FY1920,Napa,All,0,0,0,0
FY1920,Nevada,Denial Notice,0,0,0,0
FY1920,Nevada,Payment Denial Notice,0,0,0,0
FY1920,Nevada,Delivery System Notice,0,0,0,0
FY1920,Nevada,Modification Notice,0,0,0,0
FY1920,Nevada,Termination Notice,0,0,0,0
FY1920,Nevada,Authorization Delay Notice,0,0,0,0
FY1920,Nevada,Timely Access Notice,0,0,0,0
FY1920,Nevada,Financial Liability Notice,0,0,0,0
FY1920,Nevada,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Nevada,All,0,0,0,0
FY1920,Orange,Denial Notice,0,0,0,0
FY1920,Orange,Payment Denial Notice,46,0,39,7
FY1920,Orange,Delivery System Notice,9,0,5,4
FY1920,Orange,Modification Notice,0,0,0,0
FY1920,Orange,Termination Notice,12,1,2,9
FY1920,Orange,Authorization Delay Notice,0,0,0,0
FY1920,Orange,Timely Access Notice,0,0,0,0
FY1920,Orange,Financial Liability Notice,0,0,0,0
FY1920,Orange,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Orange,All,67,1,46,20
FY1920,Placer-Sierra,Denial Notice,0,0,0,0
FY1920,Placer-Sierra,Payment Denial Notice,0,0,0,0
FY1920,Placer-Sierra,Delivery System Notice,0,0,0,0
FY1920,Placer-Sierra,Modification Notice,0,0,0,0
FY1920,Placer-Sierra,Termination Notice,0,0,0,0
FY1920,Placer-Sierra,Authorization Delay Notice,0,0,0,0
FY1920,Placer-Sierra,Timely Access Notice,0,0,0,0
FY1920,Placer-Sierra,Financial Liability Notice,0,0,0,0
FY1920,Placer-Sierra,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Placer-Sierra,All,0,0,0,0
FY1920,Plumas,Denial Notice,0,0,0,0
FY1920,Plumas,Payment Denial Notice,0,0,0,0
FY1920,Plumas,Delivery System Notice,7,0,5,2
FY1920,Plumas,Modification Notice,0,0,0,0
FY1920,Plumas,Termination Notice,0,0,0,0
FY1920,Plumas,Authorization Delay Notice,0,0,0,0
FY1920,Plumas,Timely Access Notice,0,0,0,0
FY1920,Plumas,Financial Liability Notice,0,0,0,0
FY1920,Plumas,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Plumas,All,7,0,5,2
FY1920,Riverside,Denial Notice,4,0,2,2
FY1920,Riverside,Payment Denial Notice,0,0,0,0
FY1920,Riverside,Delivery System Notice,0,0,0,0
FY1920,Riverside,Modification Notice,2,0,1,1
FY1920,Riverside,Termination Notice,1,0,0,1
FY1920,Riverside,Authorization Delay Notice,0,0,0,0
FY1920,Riverside,Timely Access Notice,0,0,0,0
FY1920,Riverside,Financial Liability Notice,0,0,0,0
FY1920,Riverside,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Riverside,All,7,0,3,4
FY1920,Sacramento,Denial Notice,48,0,46,2
FY1920,Sacramento,Payment Denial Notice,0,0,0,0
FY1920,Sacramento,Delivery System Notice,0,0,0,0
FY1920,Sacramento,Modification Notice,0,0,0,0
FY1920,Sacramento,Termination Notice,0,0,0,0
FY1920,Sacramento,Authorization Delay Notice,0,0,0,0
FY1920,Sacramento,Timely Access Notice,0,0,0,0
FY1920,Sacramento,Financial Liability Notice,0,0,0,0
FY1920,Sacramento,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Sacramento,All,48,0,46,2
FY1920,San Benito,Denial Notice,1,0,0,1
FY1920,San Benito,Payment Denial Notice,0,0,0,0
FY1920,San Benito,Delivery System Notice,0,0,0,0
FY1920,San Benito,Modification Notice,0,0,0,0
FY1920,San Benito,Termination Notice,0,0,0,0
FY1920,San Benito,Authorization Delay Notice,0,0,0,0
FY1920,San Benito,Timely Access Notice,0,0,0,0
FY1920,San Benito,Financial Liability Notice,0,0,0,0
FY1920,San Benito,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,San Benito,All,1,0,0,1
FY1920,San Bernardino,Denial Notice,0,0,0,0
FY1920,San Bernardino,Payment Denial Notice,0,0,0,0
FY1920,San Bernardino,Delivery System Notice,0,0,0,0
FY1920,San Bernardino,Modification Notice,0,0,0,0
FY1920,San Bernardino,Termination Notice,8,0,6,2
FY1920,San Bernardino,Authorization Delay Notice,0,0,0,0
FY1920,San Bernardino,Timely Access Notice,0,0,0,0
FY1920,San Bernardino,Financial Liability Notice,0,0,0,0
FY1920,San Bernardino,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,San Bernardino,All,8,0,6,2
FY1920,San Diego,Denial Notice,0,0,0,0
FY1920,San Diego,Payment Denial Notice,0,0,0,0
FY1920,San Diego,Delivery System Notice,0,0,0,0
FY1920,San Diego,Modification Notice,0,0,0,0
FY1920,San Diego,Termination Notice,4,0,3,1
FY1920,San Diego,Authorization Delay Notice,0,0,0,0
FY1920,San Diego,Timely Access Notice,1,0,0,1
FY1920,San Diego,Financial Liability Notice,0,0,0,0
FY1920,San Diego,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,San Diego,All,5,0,3,2
FY1920,San Francisco,Denial Notice,0,0,0,0
FY1920,San Francisco,Payment Denial Notice,0,0,0,0
FY1920,San Francisco,Delivery System Notice,0,0,0,0
FY1920,San Francisco,Modification Notice,0,0,0,0
FY1920,San Francisco,Termination Notice,1,0,1,0
FY1920,San Francisco,Authorization Delay Notice,0,0,0,0
FY1920,San Francisco,Timely Access Notice,0,0,0,0
FY1920,San Francisco,Financial Liability Notice,0,0,0,0
FY1920,San Francisco,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,San Francisco,All,1,0,1,0
FY1920,San Joaquin,Denial Notice,0,0,0,0
FY1920,San Joaquin,Payment Denial Notice,0,0,0,0
FY1920,San Joaquin,Delivery System Notice,0,0,0,0
FY1920,San Joaquin,Modification Notice,0,0,0,0
FY1920,San Joaquin,Termination Notice,0,0,0,0
FY1920,San Joaquin,Authorization Delay Notice,0,0,0,0
FY1920,San Joaquin,Timely Access Notice,0,0,0,0
FY1920,San Joaquin,Financial Liability Notice,0,0,0,0
FY1920,San Joaquin,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,San Joaquin,All,0,0,0,0
FY1920,San Luis Obispo,Denial Notice,9,1,1,7
FY1920,San Luis Obispo,Payment Denial Notice,1,0,1,0
FY1920,San Luis Obispo,Delivery System Notice,0,0,0,0
FY1920,San Luis Obispo,Modification Notice,0,0,0,0
FY1920,San Luis Obispo,Termination Notice,0,0,0,0
FY1920,San Luis Obispo,Authorization Delay Notice,0,0,0,0
FY1920,San Luis Obispo,Timely Access Notice,0,0,0,0
FY1920,San Luis Obispo,Financial Liability Notice,0,0,0,0
FY1920,San Luis Obispo,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,San Luis Obispo,All,10,1,2,7
FY1920,San Mateo,Denial Notice,0,0,0,0
FY1920,San Mateo,Payment Denial Notice,2,0,1,1
FY1920,San Mateo,Delivery System Notice,0,0,0,0
FY1920,San Mateo,Modification Notice,0,0,0,0
FY1920,San Mateo,Termination Notice,0,0,0,0
FY1920,San Mateo,Authorization Delay Notice,0,0,0,0
FY1920,San Mateo,Timely Access Notice,0,0,0,0
FY1920,San Mateo,Financial Liability Notice,0,0,0,0
FY1920,San Mateo,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,San Mateo,All,2,0,1,1
FY1920,Santa Barbara,Denial Notice,2,0,2,0
FY1920,Santa Barbara,Payment Denial Notice,0,0,0,0
FY1920,Santa Barbara,Delivery System Notice,0,0,0,0
FY1920,Santa Barbara,Modification Notice,0,0,0,0
FY1920,Santa Barbara,Termination Notice,2,0,2,0
FY1920,Santa Barbara,Authorization Delay Notice,0,0,0,0
FY1920,Santa Barbara,Timely Access Notice,0,0,0,0
FY1920,Santa Barbara,Financial Liability Notice,0,0,0,0
FY1920,Santa Barbara,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Santa Barbara,All,4,0,4,0
FY1920,Santa Clara,Denial Notice,0,0,0,0
FY1920,Santa Clara,Payment Denial Notice,0,0,0,0
FY1920,Santa Clara,Delivery System Notice,0,0,0,0
FY1920,Santa Clara,Modification Notice,0,0,0,0
FY1920,Santa Clara,Termination Notice,0,0,0,0
FY1920,Santa Clara,Authorization Delay Notice,0,0,0,0
FY1920,Santa Clara,Timely Access Notice,0,0,0,0
FY1920,Santa Clara,Financial Liability Notice,0,0,0,0
FY1920,Santa Clara,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Santa Clara,All,0,0,0,0
FY1920,Santa Cruz,Denial Notice,0,0,0,0
FY1920,Santa Cruz,Payment Denial Notice,0,0,0,0
FY1920,Santa Cruz,Delivery System Notice,0,0,0,0
FY1920,Santa Cruz,Modification Notice,0,0,0,0
FY1920,Santa Cruz,Termination Notice,1,0,1,0
FY1920,Santa Cruz,Authorization Delay Notice,0,0,0,0
FY1920,Santa Cruz,Timely Access Notice,0,0,0,0
FY1920,Santa Cruz,Financial Liability Notice,0,0,0,0
FY1920,Santa Cruz,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Santa Cruz,All,1,0,1,0
FY1920,Shasta,Denial Notice,0,0,0,0
FY1920,Shasta,Payment Denial Notice,0,0,0,0
FY1920,Shasta,Delivery System Notice,1,0,0,1
FY1920,Shasta,Modification Notice,1,0,1,0
FY1920,Shasta,Termination Notice,0,0,0,0
FY1920,Shasta,Authorization Delay Notice,0,0,0,0
FY1920,Shasta,Timely Access Notice,0,0,0,0
FY1920,Shasta,Financial Liability Notice,0,0,0,0
FY1920,Shasta,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Shasta,All,2,0,1,1
FY1920,Siskiyou,Denial Notice,1,0,0,1
FY1920,Siskiyou,Payment Denial Notice,0,0,0,0
FY1920,Siskiyou,Delivery System Notice,0,0,0,0
FY1920,Siskiyou,Modification Notice,0,0,0,0
FY1920,Siskiyou,Termination Notice,0,0,0,0
FY1920,Siskiyou,Authorization Delay Notice,0,0,0,0
FY1920,Siskiyou,Timely Access Notice,0,0,0,0
FY1920,Siskiyou,Financial Liability Notice,0,0,0,0
FY1920,Siskiyou,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Siskiyou,All,1,0,0,1
FY1920,Solano,Denial Notice,0,0,0,0
FY1920,Solano,Payment Denial Notice,0,0,0,0
FY1920,Solano,Delivery System Notice,0,0,0,0
FY1920,Solano,Modification Notice,0,0,0,0
FY1920,Solano,Termination Notice,6,0,1,5
FY1920,Solano,Authorization Delay Notice,0,0,0,0
FY1920,Solano,Timely Access Notice,0,0,0,0
FY1920,Solano,Financial Liability Notice,0,0,0,0
FY1920,Solano,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Solano,All,6,0,1,5
FY1920,Sonoma,Denial Notice,1,0,1,0
FY1920,Sonoma,Payment Denial Notice,1,0,0,1
FY1920,Sonoma,Delivery System Notice,0,0,0,0
FY1920,Sonoma,Modification Notice,0,0,0,0
FY1920,Sonoma,Termination Notice,0,0,0,0
FY1920,Sonoma,Authorization Delay Notice,0,0,0,0
FY1920,Sonoma,Timely Access Notice,0,0,0,0
FY1920,Sonoma,Financial Liability Notice,0,0,0,0
FY1920,Sonoma,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Sonoma,All,2,0,1,1
FY1920,Stanislaus,Denial Notice,0,0,0,0
FY1920,Stanislaus,Payment Denial Notice,0,0,0,0
FY1920,Stanislaus,Delivery System Notice,0,0,0,0
FY1920,Stanislaus,Modification Notice,0,0,0,0
FY1920,Stanislaus,Termination Notice,3,0,2,1
FY1920,Stanislaus,Authorization Delay Notice,0,0,0,0
FY1920,Stanislaus,Timely Access Notice,0,0,0,0
FY1920,Stanislaus,Financial Liability Notice,0,0,0,0
FY1920,Stanislaus,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Stanislaus,All,3,0,2,1
FY1920,Sutter-Yuba,Denial Notice,0,0,0,0
FY1920,Sutter-Yuba,Payment Denial Notice,1,0,1,0
FY1920,Sutter-Yuba,Delivery System Notice,0,0,0,0
FY1920,Sutter-Yuba,Modification Notice,0,0,0,0
FY1920,Sutter-Yuba,Termination Notice,0,0,0,0
FY1920,Sutter-Yuba,Authorization Delay Notice,0,0,0,0
FY1920,Sutter-Yuba,Timely Access Notice,0,0,0,0
FY1920,Sutter-Yuba,Financial Liability Notice,0,0,0,0
FY1920,Sutter-Yuba,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Sutter-Yuba,All,1,0,1,0
FY1920,Tehama,Denial Notice,0,0,0,0
FY1920,Tehama,Payment Denial Notice,0,0,0,0
FY1920,Tehama,Delivery System Notice,0,0,0,0
FY1920,Tehama,Modification Notice,0,0,0,0
FY1920,Tehama,Termination Notice,0,0,0,0
FY1920,Tehama,Authorization Delay Notice,0,0,0,0
FY1920,Tehama,Timely Access Notice,0,0,0,0
FY1920,Tehama,Financial Liability Notice,0,0,0,0
FY1920,Tehama,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Tehama,All,0,0,0,0
FY1920,Trinity,Denial Notice,0,0,0,0
FY1920,Trinity,Payment Denial Notice,0,0,0,0
FY1920,Trinity,Delivery System Notice,0,0,0,0
FY1920,Trinity,Modification Notice,0,0,0,0
FY1920,Trinity,Termination Notice,0,0,0,0
FY1920,Trinity,Authorization Delay Notice,0,0,0,0
FY1920,Trinity,Timely Access Notice,0,0,0,0
FY1920,Trinity,Financial Liability Notice,0,0,0,0
FY1920,Trinity,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Trinity,All,0,0,0,0
FY1920,Tulare,Denial Notice,20,0,17,3
FY1920,Tulare,Payment Denial Notice,0,0,0,0
FY1920,Tulare,Delivery System Notice,0,0,0,0
FY1920,Tulare,Modification Notice,0,0,0,0
FY1920,Tulare,Termination Notice,0,0,0,0
FY1920,Tulare,Authorization Delay Notice,0,0,0,0
FY1920,Tulare,Timely Access Notice,0,0,0,0
FY1920,Tulare,Financial Liability Notice,0,0,0,0
FY1920,Tulare,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Tulare,All,20,0,17,3
FY1920,Tuolumne,Denial Notice,0,0,0,0
FY1920,Tuolumne,Payment Denial Notice,2,0,1,1
FY1920,Tuolumne,Delivery System Notice,2,0,2,0
FY1920,Tuolumne,Modification Notice,0,0,0,0
FY1920,Tuolumne,Termination Notice,0,0,0,0
FY1920,Tuolumne,Authorization Delay Notice,0,0,0,0
FY1920,Tuolumne,Timely Access Notice,0,0,0,0
FY1920,Tuolumne,Financial Liability Notice,0,0,0,0
FY1920,Tuolumne,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Tuolumne,All,4,0,3,1
FY1920,Ventura,Denial Notice,2,0,0,2
FY1920,Ventura,Payment Denial Notice,0,0,0,0
FY1920,Ventura,Delivery System Notice,3,0,0,3
FY1920,Ventura,Modification Notice,0,0,0,0
FY1920,Ventura,Termination Notice,3,0,1,2
FY1920,Ventura,Authorization Delay Notice,0,0,0,0
FY1920,Ventura,Timely Access Notice,0,0,0,0
FY1920,Ventura,Financial Liability Notice,0,0,0,0
FY1920,Ventura,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Ventura,All,8,0,1,7
FY1920,Yolo,Denial Notice,0,0,0,0
FY1920,Yolo,Payment Denial Notice,0,0,0,0
FY1920,Yolo,Delivery System Notice,2,0,2,0
FY1920,Yolo,Modification Notice,0,0,0,0
FY1920,Yolo,Termination Notice,0,0,0,0
FY1920,Yolo,Authorization Delay Notice,0,0,0,0
FY1920,Yolo,Timely Access Notice,0,0,0,0
FY1920,Yolo,Financial Liability Notice,0,0,0,0
FY1920,Yolo,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1920,Yolo,All,2,0,2,0
FY1819,State,Denial Notice,34,3,18,13
FY1819,State,Payment Denial Notice,1338,0,1014,324
FY1819,State,Delivery System Notice,50,0,33,17
FY1819,State,Modification Notice,1,0,0,1
FY1819,State,Termination Notice,55,1,12,42
FY1819,State,Authorization Delay Notice,8,0,6,2
FY1819,State,Timely Access Notice,1,0,1,0
FY1819,State,Financial Liability Notice,0,0,0,0
FY1819,State,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,State,All,1487,4,1084,399
FY1819,Alameda,Denial Notice,3,0,1,2
FY1819,Alameda,Payment Denial Notice,0,0,0,0
FY1819,Alameda,Delivery System Notice,0,0,0,0
FY1819,Alameda,Modification Notice,0,0,0,0
FY1819,Alameda,Termination Notice,1,0,0,1
FY1819,Alameda,Authorization Delay Notice,0,0,0,0
FY1819,Alameda,Timely Access Notice,0,0,0,0
FY1819,Alameda,Financial Liability Notice,0,0,0,0
FY1819,Alameda,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Alameda,All,4,0,1,3
FY1819,Alpine,Denial Notice,0,0,0,0
FY1819,Alpine,Payment Denial Notice,0,0,0,0
FY1819,Alpine,Delivery System Notice,0,0,0,0
FY1819,Alpine,Modification Notice,0,0,0,0
FY1819,Alpine,Termination Notice,0,0,0,0
FY1819,Alpine,Authorization Delay Notice,0,0,0,0
FY1819,Alpine,Timely Access Notice,0,0,0,0
FY1819,Alpine,Financial Liability Notice,0,0,0,0
FY1819,Alpine,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Alpine,All,0,0,0,0
FY1819,Amador,Denial Notice,0,0,0,0
FY1819,Amador,Payment Denial Notice,0,0,0,0
FY1819,Amador,Delivery System Notice,0,0,0,0
FY1819,Amador,Modification Notice,0,0,0,0
FY1819,Amador,Termination Notice,0,0,0,0
FY1819,Amador,Authorization Delay Notice,0,0,0,0
FY1819,Amador,Timely Access Notice,0,0,0,0
FY1819,Amador,Financial Liability Notice,0,0,0,0
FY1819,Amador,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Amador,All,0,0,0,0
FY1819,Butte,Denial Notice,0,0,0,0
FY1819,Butte,Payment Denial Notice,0,0,0,0
FY1819,Butte,Delivery System Notice,0,0,0,0
FY1819,Butte,Modification Notice,0,0,0,0
FY1819,Butte,Termination Notice,0,0,0,0
FY1819,Butte,Authorization Delay Notice,0,0,0,0
FY1819,Butte,Timely Access Notice,0,0,0,0
FY1819,Butte,Financial Liability Notice,0,0,0,0
FY1819,Butte,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Butte,All,0,0,0,0
FY1819,Calaveras,Denial Notice,0,0,0,0
FY1819,Calaveras,Payment Denial Notice,0,0,0,0
FY1819,Calaveras,Delivery System Notice,0,0,0,0
FY1819,Calaveras,Modification Notice,0,0,0,0
FY1819,Calaveras,Termination Notice,0,0,0,0
FY1819,Calaveras,Authorization Delay Notice,0,0,0,0
FY1819,Calaveras,Timely Access Notice,0,0,0,0
FY1819,Calaveras,Financial Liability Notice,0,0,0,0
FY1819,Calaveras,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Calaveras,All,0,0,0,0
FY1819,Colusa,Denial Notice,0,0,0,0
FY1819,Colusa,Payment Denial Notice,0,0,0,0
FY1819,Colusa,Delivery System Notice,0,0,0,0
FY1819,Colusa,Modification Notice,0,0,0,0
FY1819,Colusa,Termination Notice,0,0,0,0
FY1819,Colusa,Authorization Delay Notice,0,0,0,0
FY1819,Colusa,Timely Access Notice,0,0,0,0
FY1819,Colusa,Financial Liability Notice,0,0,0,0
FY1819,Colusa,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Colusa,All,0,0,0,0
FY1819,Contra Costa,Denial Notice,0,0,0,0
FY1819,Contra Costa,Payment Denial Notice,0,0,0,0
FY1819,Contra Costa,Delivery System Notice,0,0,0,0
FY1819,Contra Costa,Modification Notice,0,0,0,0
FY1819,Contra Costa,Termination Notice,0,0,0,0
FY1819,Contra Costa,Authorization Delay Notice,0,0,0,0
FY1819,Contra Costa,Timely Access Notice,1,0,1,0
FY1819,Contra Costa,Financial Liability Notice,0,0,0,0
FY1819,Contra Costa,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Contra Costa,All,1,0,1,0
FY1819,Del Norte,Denial Notice,1,0,1,0
FY1819,Del Norte,Payment Denial Notice,0,0,0,0
FY1819,Del Norte,Delivery System Notice,0,0,0,0
FY1819,Del Norte,Modification Notice,0,0,0,0
FY1819,Del Norte,Termination Notice,0,0,0,0
FY1819,Del Norte,Authorization Delay Notice,0,0,0,0
FY1819,Del Norte,Timely Access Notice,0,0,0,0
FY1819,Del Norte,Financial Liability Notice,0,0,0,0
FY1819,Del Norte,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Del Norte,All,1,0,1,0
FY1819,El Dorado,Denial Notice,0,0,0,0
FY1819,El Dorado,Payment Denial Notice,0,0,0,0
FY1819,El Dorado,Delivery System Notice,1,0,0,1
FY1819,El Dorado,Modification Notice,0,0,0,0
FY1819,El Dorado,Termination Notice,0,0,0,0
FY1819,El Dorado,Authorization Delay Notice,0,0,0,0
FY1819,El Dorado,Timely Access Notice,0,0,0,0
FY1819,El Dorado,Financial Liability Notice,0,0,0,0
FY1819,El Dorado,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,El Dorado,All,1,0,0,1
FY1819,Fresno,Denial Notice,0,0,0,0
FY1819,Fresno,Payment Denial Notice,0,0,0,0
FY1819,Fresno,Delivery System Notice,0,0,0,0
FY1819,Fresno,Modification Notice,1,0,0,1
FY1819,Fresno,Termination Notice,0,0,0,0
FY1819,Fresno,Authorization Delay Notice,0,0,0,0
FY1819,Fresno,Timely Access Notice,0,0,0,0
FY1819,Fresno,Financial Liability Notice,0,0,0,0
FY1819,Fresno,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Fresno,All,1,0,0,1
FY1819,Glenn,Denial Notice,0,0,0,0
FY1819,Glenn,Payment Denial Notice,0,0,0,0
FY1819,Glenn,Delivery System Notice,0,0,0,0
FY1819,Glenn,Modification Notice,0,0,0,0
FY1819,Glenn,Termination Notice,0,0,0,0
FY1819,Glenn,Authorization Delay Notice,0,0,0,0
FY1819,Glenn,Timely Access Notice,0,0,0,0
FY1819,Glenn,Financial Liability Notice,0,0,0,0
FY1819,Glenn,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Glenn,All,0,0,0,0
FY1819,Humboldt,Denial Notice,0,0,0,0
FY1819,Humboldt,Payment Denial Notice,0,0,0,0
FY1819,Humboldt,Delivery System Notice,0,0,0,0
FY1819,Humboldt,Modification Notice,0,0,0,0
FY1819,Humboldt,Termination Notice,0,0,0,0
FY1819,Humboldt,Authorization Delay Notice,0,0,0,0
FY1819,Humboldt,Timely Access Notice,0,0,0,0
FY1819,Humboldt,Financial Liability Notice,0,0,0,0
FY1819,Humboldt,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Humboldt,All,0,0,0,0
FY1819,Imperial,Denial Notice,0,0,0,0
FY1819,Imperial,Payment Denial Notice,0,0,0,0
FY1819,Imperial,Delivery System Notice,0,0,0,0
FY1819,Imperial,Modification Notice,0,0,0,0
FY1819,Imperial,Termination Notice,23,1,3,19
FY1819,Imperial,Authorization Delay Notice,0,0,0,0
FY1819,Imperial,Timely Access Notice,0,0,0,0
FY1819,Imperial,Financial Liability Notice,0,0,0,0
FY1819,Imperial,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Imperial,All,23,1,3,19
FY1819,Inyo,Denial Notice,0,0,0,0
FY1819,Inyo,Payment Denial Notice,0,0,0,0
